Hawking secondary spectra for each particle type.
energy/particle         photon       electron           nu_e          nu_mu         nu_tau         proton
    1.00000e-06    1.56393e+22    0.00000e+00    4.39007e+22    1.85172e+20    0.00000e+00    0.00000e+00
    1.05200e-06    1.43861e+22    0.00000e+00    4.12094e+22    1.89107e+20    0.00000e+00    0.00000e+00
    1.10700e-06    1.42063e+22    0.00000e+00    4.00214e+22    2.34691e+20    0.00000e+00    0.00000e+00
    1.16400e-06    1.30392e+22    0.00000e+00    3.71578e+22    2.34304e+20    0.00000e+00    0.00000e+00
    1.22500e-06    1.29015e+22    0.00000e+00    3.57513e+22    3.02263e+20    0.00000e+00    0.00000e+00
    1.28900e-06    1.18234e+22    0.00000e+00    3.29476e+22    2.98802e+20    0.00000e+00    0.00000e+00
    1.35600e-06    1.17106e+22    0.00000e+00    3.14123e+22    3.57984e+20    0.00000e+00    0.00000e+00
    1.42700e-06    1.08300e+22    0.00000e+00    2.87301e+22    3.74461e+20    0.00000e+00    0.00000e+00
    1.50100e-06    1.06383e+22    0.00000e+00    2.70882e+22    4.34884e+20    0.00000e+00    0.00000e+00
    1.57900e-06    9.91491e+21    0.00000e+00    2.48114e+22    4.88714e+20    0.00000e+00    0.00000e+00
    1.66100e-06    9.65136e+21    0.00000e+00    2.29727e+22    5.04412e+20    0.00000e+00    0.00000e+00
    1.74800e-06    9.06784e+21    0.00000e+00    2.11034e+22    5.86151e+20    0.00000e+00    0.00000e+00
    1.83900e-06    8.76603e+21    0.00000e+00    1.92069e+22    6.20674e+20    0.00000e+00    0.00000e+00
    1.93500e-06    8.34122e+21    0.00000e+00    1.76149e+22    6.96989e+20    0.00000e+00    0.00000e+00
    2.03500e-06    7.99458e+21    0.00000e+00    1.59101e+22    7.47359e+20    0.00000e+00    0.00000e+00
    2.14100e-06    7.62712e+21    0.00000e+00    1.45888e+22    8.32901e+20    0.00000e+00    0.00000e+00
    2.25300e-06    7.22303e+21    0.00000e+00    1.31466e+22    8.84738e+20    0.00000e+00    0.00000e+00
    2.37000e-06    6.94445e+21    0.00000e+00    1.19496e+22    9.84090e+20    0.00000e+00    0.00000e+00
    2.49300e-06    6.54905e+21    0.00000e+00    1.07374e+22    1.08734e+21    0.00000e+00    0.00000e+00
    2.62300e-06    6.30032e+21    0.00000e+00    9.76555e+21    1.15075e+21    0.00000e+00    0.00000e+00
    2.76000e-06    5.93641e+21    0.00000e+00    8.78668e+21    1.28499e+21    0.00000e+00    0.00000e+00
    2.90400e-06    5.69659e+21    0.00000e+00    7.97727e+21    1.35771e+21    0.00000e+00    0.00000e+00
    3.05500e-06    5.36314e+21    0.00000e+00    7.22043e+21    1.47888e+21    0.00000e+00    0.00000e+00
    3.21400e-06    5.15908e+21    0.00000e+00    6.55624e+21    1.61673e+21    0.00000e+00    0.00000e+00
    3.38100e-06    4.86162e+21    0.00000e+00    6.02815e+21    1.74519e+21    0.00000e+00    0.00000e+00
    3.55700e-06    4.69998e+21    0.00000e+00    5.47229e+21    1.89080e+21    0.00000e+00    0.00000e+00
    3.74200e-06    4.41377e+21    0.00000e+00    5.15745e+21    2.02657e+21    0.00000e+00    0.00000e+00
    3.93700e-06    4.30407e+21    0.00000e+00    4.67586e+21    2.17741e+21    0.00000e+00    0.00000e+00
    4.14200e-06    3.99150e+21    0.00000e+00    4.52725e+21    2.34238e+21    0.00000e+00    0.00000e+00
    4.35800e-06    3.93405e+21    0.00000e+00    4.14301e+21    2.54595e+21    0.00000e+00    0.00000e+00
    4.58500e-06    3.68249e+21    0.00000e+00    4.08722e+21    2.70411e+21    0.00000e+00    0.00000e+00
    4.82400e-06    3.58655e+21    0.00000e+00    3.82843e+21    2.92305e+21    0.00000e+00    0.00000e+00
    5.07500e-06    3.39349e+21    0.00000e+00    3.80296e+21    3.08668e+21    0.00000e+00    0.00000e+00
    5.33900e-06    3.29838e+21    0.00000e+00    3.64228e+21    3.35220e+21    0.00000e+00    0.00000e+00
    5.61700e-06    3.11945e+21    0.00000e+00    3.65690e+21    3.48941e+21    0.00000e+00    0.00000e+00
    5.90900e-06    3.06866e+21    0.00000e+00    3.57847e+21    3.77658e+21    0.00000e+00    0.00000e+00
