Hawking secondary spectra for each particle type.
energy/particle         photon       electron           nu_e          nu_mu         nu_tau         proton
    1.00000e-06    4.58324e+22    0.00000e+00    9.88856e+22    9.27806e+19    0.00000e+00    0.00000e+00
    1.05200e-06    4.42709e+22    0.00000e+00    9.96903e+22    1.26872e+20    0.00000e+00    0.00000e+00
    1.10700e-06    4.16741e+22    0.00000e+00    9.78404e+22    1.42337e+20    0.00000e+00    0.00000e+00
    1.16400e-06    3.97185e+22    0.00000e+00    9.71273e+22    1.60792e+20    0.00000e+00    0.00000e+00
    1.22500e-06    3.81993e+22    0.00000e+00    9.49431e+22    1.85738e+20    0.00000e+00    0.00000e+00
    1.28900e-06    3.57621e+22    0.00000e+00    9.28396e+22    2.11828e+20    0.00000e+00    0.00000e+00
    1.35600e-06    3.49715e+22    0.00000e+00    9.10893e+22    2.43065e+20    0.00000e+00    0.00000e+00
    1.42700e-06    3.23683e+22    0.00000e+00    8.77169e+22    2.58185e+20    0.00000e+00    0.00000e+00
    1.50100e-06    3.17535e+22    0.00000e+00    8.58204e+22    3.28312e+20    0.00000e+00    0.00000e+00
    1.57900e-06    2.93787e+22    0.00000e+00    8.16209e+22    3.31695e+20    0.00000e+00    0.00000e+00
    1.66100e-06    2.87955e+22    0.00000e+00    7.95897e+22    4.11394e+20    0.00000e+00    0.00000e+00
    1.74800e-06    2.63725e+22    0.00000e+00    7.48117e+22    4.20324e+20    0.00000e+00    0.00000e+00
    1.83900e-06    2.61610e+22    0.00000e+00    7.26679e+22    5.04861e+20    0.00000e+00    0.00000e+00
    1.93500e-06    2.41199e+22    0.00000e+00    6.73367e+22    5.12654e+20    0.00000e+00    0.00000e+00
    2.03500e-06    2.36364e+22    0.00000e+00    6.50558e+22    6.34692e+20    0.00000e+00    0.00000e+00
    2.14100e-06    2.17861e+22    0.00000e+00    6.00549e+22    6.48469e+20    0.00000e+00    0.00000e+00
    2.25300e-06    2.15334e+22    0.00000e+00    5.71920e+22    7.67844e+20    0.00000e+00    0.00000e+00
    2.37000e-06    1.99158e+22    0.00000e+00    5.27063e+22    8.11599e+20    0.00000e+00    0.00000e+00
