Hawking primary spectra for each particle types.
energy/particle         photon         gluons          higgs            W+-             Z0      neutrinos       electron           muon            tau             up           down          charm        strange            top         bottom       graviton
    3.00000e-05    3.02908e+13    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.81611e+17    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    8.57741e+05
    3.34273e-05    4.15679e+13    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.47045e+17    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.47859e+06
    3.72461e-05    5.70434e+13    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    4.27684e+17    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.54881e+06
    4.15012e-05    7.82805e+13    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    5.27060e+17    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    4.39368e+06
    4.62424e-05    1.07424e+14    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    6.49527e+17    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    7.57388e+06
    5.15253e-05    1.47417e+14    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    8.00449e+17    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.30560e+07
    5.74117e-05    2.02300e+14    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    9.86440e+17    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.25061e+07
    6.39706e-05    2.77615e+14    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.21565e+18    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.87963e+07
    7.12788e-05    3.80970e+14    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.49811e+18    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    6.68776e+07
    7.94219e-05    5.22804e+14    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.84621e+18    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.15285e+08
    8.84952e-05    7.17441e+14    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.27519e+18    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.98729e+08
    9.86052e-05    9.84541e+14    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.80385e+18    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.42572e+08
    1.09870e-04    1.35108e+15    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.45535e+18    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    5.90531e+08
    1.22422e-04    1.85408e+15    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    4.25823e+18    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.01797e+09
    1.36408e-04    2.54435e+15    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    5.24767e+18    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.75478e+09
    1.51991e-04    3.49160e+15    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    6.46700e+18    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.02492e+09
    1.69355e-04    4.79150e+15    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    7.96966e+18    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    5.21441e+09
