13.	0.0005484834550675027
15.	0.0005878860021269497
17.	0.0006280766001275855
19.	0.000688756522599134
21.	0.000742343986599982
24.	0.0007959314506008299
27.	0.0008116924694246087
30.	0.0008589755258959451
33.	0.0008510950164840557
38.	0.0008432145070721663
42.	0.0007959314506008299
47.	0.0006974250829522123
53.	0.0005484834550675027
60.	0.0005075048061256777
67.	0.0004673142081250417
75.	0.0004279116610655947
84.	0.0003916613177709034
94.	0.00035541097447621214
106.	0.00031994868212270985
119.	0.00028212223694564073
133.	0.0002498121483568941
150.	0.00021513790694458075
168.	0.00018834417494415677
188.	0.00016076239200254387
211.	0.00013396866000211987
237.	0.00011426738647239637
266.	0.00009456611294267285
299.	0.00007848987374241848
335.	0.00006391093133042306
376.	0.00005216897230670786
422.	0.000041530284600657166
473.	0.00003333455481229219
531.	0.000026557316718067293
596.	0.000020962155035625817
668.	0.000016470264670848856
750.	0.000012766425247260837
841.	9.771831670742862e-6
944.	7.486483941294935e-6
