5.040000000000000209e-03 3.500000000000000073e-03
1.008000000000000042e-02 1.379999999999999977e-02
1.511999999999999976e-02 3.070000000000000159e-02
2.016000000000000084e-02 5.380000000000000060e-02
2.520000000000000018e-02 8.300000000000000433e-02
3.023999999999999952e-02 1.179000000000000048e-01
3.527999999999999886e-02 1.582000000000000073e-01
4.032000000000000167e-02 2.038000000000000089e-01
4.537000000000000061e-02 2.543000000000000260e-01
5.041000000000000342e-02 3.094000000000000083e-01
5.544999999999999929e-02 3.690999999999999837e-01
6.049000000000000210e-02 4.329000000000000070e-01
6.553000000000000491e-02 5.006000000000000449e-01
7.056999999999999384e-02 5.721000000000000529e-01
7.560999999999999666e-02 6.469000000000000306e-01
8.064999999999999947e-02 7.249999999999999778e-01
8.569000000000000228e-02 8.061000000000000387e-01
9.073000000000000509e-02 8.899000000000000243e-01
9.576999999999999402e-02 9.760999999999999677e-01
1.008099999999999968e-01 1.064699999999999980e+00
1.058499999999999996e-01 1.155299999999999994e+00
1.108900000000000025e-01 1.247700000000000031e+00
1.159300000000000053e-01 1.341699999999999893e+00
1.209699999999999942e-01 1.437000000000000055e+00
1.260100000000000109e-01 1.533500000000000085e+00
1.310600000000000098e-01 1.631000000000000005e+00
1.360999999999999988e-01 1.729100000000000081e+00
1.411399999999999877e-01 1.827800000000000091e+00
1.461800000000000044e-01 1.926700000000000079e+00
1.512199999999999933e-01 2.025799999999999823e+00
1.562600000000000100e-01 2.124699999999999811e+00
1.612999999999999989e-01 2.223300000000000054e+00
1.663399999999999879e-01 2.321400000000000130e+00
1.713800000000000046e-01 2.418699999999999850e+00
1.764199999999999935e-01 2.515099999999999891e+00
1.814600000000000102e-01 2.610500000000000043e+00
1.864999999999999991e-01 2.704400000000000137e+00
1.915399999999999880e-01 2.796899999999999942e+00
1.965800000000000047e-01 2.887700000000000156e+00
2.016199999999999937e-01 2.976599999999999913e+00
2.066600000000000104e-01 3.063400000000000123e+00
2.117100000000000093e-01 3.147899999999999920e+00
2.167499999999999982e-01 3.229999999999999982e+00
2.217899999999999872e-01 3.309400000000000119e+00
2.268300000000000038e-01 3.385899999999999910e+00
2.318699999999999928e-01 3.459400000000000031e+00
2.369100000000000095e-01 3.529799999999999827e+00
2.419499999999999984e-01 3.596600000000000019e+00
2.469899999999999873e-01 3.659899999999999931e+00
2.520299999999999763e-01 3.719399999999999817e+00
2.570700000000000207e-01 3.774900000000000144e+00
2.621100000000000096e-01 3.826200000000000045e+00
2.671499999999999986e-01 3.873099999999999987e+00
2.721899999999999875e-01 3.915399999999999991e+00
2.772299999999999764e-01 3.952900000000000080e+00
2.822700000000000209e-01 3.985399999999999832e+00
2.873100000000000098e-01 4.012699999999999712e+00
2.923499999999999988e-01 4.034399999999999764e+00
2.973999999999999977e-01 4.050500000000000433e+00
3.024399999999999866e-01 4.060500000000000220e+00
3.074799999999999756e-01 4.064400000000000013e+00
3.125200000000000200e-01 4.061700000000000088e+00
3.175600000000000089e-01 4.052200000000000024e+00
3.225999999999999979e-01 4.035599999999999632e+00
3.276399999999999868e-01 4.011400000000000077e+00
3.326799999999999757e-01 3.979400000000000048e+00
3.377200000000000202e-01 3.939099999999999824e+00
3.427600000000000091e-01 3.890000000000000124e+00
3.477999999999999980e-01 3.831599999999999895e+00
3.528399999999999870e-01 3.763199999999999878e+00
3.578799999999999759e-01 3.684200000000000141e+00
3.629200000000000204e-01 3.593700000000000117e+00
3.679600000000000093e-01 3.490699999999999914e+00
3.729999999999999982e-01 3.374000000000000110e+00
3.780399999999999872e-01 3.242199999999999971e+00
3.830899999999999861e-01 3.093199999999999950e+00
3.881299999999999750e-01 2.924599999999999866e+00
3.931700000000000195e-01 2.733000000000000096e+00
3.982100000000000084e-01 2.513599999999999834e+00
4.032499999999999973e-01 2.258900000000000130e+00
4.082899999999999863e-01 1.956700000000000106e+00
4.133299999999999752e-01 1.583199999999999941e+00
4.183700000000000196e-01 1.078300000000000036e+00
4.234100000000000086e-01 0.000000000000000000e+00
