Hawking secondary spectra for each particle type.
energy/particle         photon       electron           nu_e          nu_mu         nu_tau         proton
    1.00000e-06    8.95566e+27    0.00000e+00    1.17507e+21    0.00000e+00    0.00000e+00    0.00000e+00
    1.05200e-06    8.62732e+27    0.00000e+00    7.35469e+20    2.28038e+14    0.00000e+00    0.00000e+00
    1.10700e-06    7.99790e+27    0.00000e+00    9.87127e+20    2.89016e+14    0.00000e+00    0.00000e+00
    1.16400e-06    7.65335e+27    0.00000e+00    1.61117e+21    7.31519e+14    0.00000e+00    0.00000e+00
    1.22500e-06    7.22060e+27    0.00000e+00    7.89493e+20    7.53032e+14    0.00000e+00    0.00000e+00
    1.28900e-06    6.87991e+27    0.00000e+00    2.23071e+21    1.29789e+15    0.00000e+00    0.00000e+00
    1.35600e-06    6.40219e+27    0.00000e+00    1.66514e+21    1.21096e+15    0.00000e+00    0.00000e+00
    1.42700e-06    6.21121e+27    0.00000e+00    2.99327e+21    2.15940e+15    0.00000e+00    0.00000e+00
    1.50100e-06    5.88759e+27    0.00000e+00    2.26867e+21    2.09404e+15    0.00000e+00    0.00000e+00
    1.57900e-06    5.66939e+27    0.00000e+00    4.15304e+21    3.74801e+15    0.00000e+00    0.00000e+00
    1.66100e-06    5.37379e+27    0.00000e+00    3.05619e+21    3.42694e+15    0.00000e+00    0.00000e+00
    1.74800e-06    5.07912e+27    0.00000e+00    5.35349e+21    6.09107e+15    0.00000e+00    0.00000e+00
    1.83900e-06    4.91725e+27    0.00000e+00    4.19027e+21    5.49656e+15    0.00000e+00    0.00000e+00
    1.93500e-06    4.64070e+27    0.00000e+00    7.51055e+21    6.39555e+15    0.00000e+00    0.00000e+00
    2.03500e-06    4.40404e+27    0.00000e+00    5.55909e+21    7.97582e+15    0.00000e+00    0.00000e+00
    2.14100e-06    4.22741e+27    0.00000e+00    1.04602e+22    1.23443e+16    0.00000e+00    0.00000e+00
    2.25300e-06    4.01815e+27    0.00000e+00    6.92113e+21    1.43033e+16    0.00000e+00    0.00000e+00
    2.37000e-06    3.83518e+27    0.00000e+00    1.45927e+22    1.72432e+16    0.00000e+00    0.00000e+00
    2.49300e-06    3.65781e+27    0.00000e+00    9.50669e+21    2.09256e+16    0.00000e+00    0.00000e+00
    2.62300e-06    3.45125e+27    0.00000e+00    1.23275e+22    2.49132e+16    0.00000e+00    0.00000e+00
    2.76000e-06    3.29634e+27    0.00000e+00    1.97232e+22    3.12882e+16    0.00000e+00    0.00000e+00
    2.90400e-06    3.16077e+27    0.00000e+00    1.03331e+22    3.25444e+16    0.00000e+00    0.00000e+00
    3.05500e-06    3.03449e+27    0.00000e+00    2.67638e+22    4.85837e+16    0.00000e+00    0.00000e+00
    3.21400e-06    2.89941e+27    0.00000e+00    2.07288e+22    4.70473e+16    0.00000e+00    0.00000e+00
    3.38100e-06    2.72504e+27    0.00000e+00    3.54330e+22    6.85022e+16    0.00000e+00    0.00000e+00
    3.55700e-06    2.62737e+27    0.00000e+00    2.78789e+22    6.74917e+16    0.00000e+00    0.00000e+00
    3.74200e-06    2.45568e+27    0.00000e+00    4.83281e+22    9.63937e+16    0.00000e+00    0.00000e+00
    3.93700e-06    2.34652e+27    0.00000e+00    3.69876e+22    9.36161e+16    0.00000e+00    0.00000e+00
    4.14200e-06    2.22605e+27    0.00000e+00    6.12875e+22    1.13363e+17    0.00000e+00    0.00000e+00
