0.499999999999999938E+15   16.0   0.129091834630708058E+04   0.252785646242494806E+03
0.499999999999999938E+15   17.0   0.139110773686634479E+04   0.276782600403972026E+03
0.499999999999999938E+15   18.0   0.148898003221871591E+04   0.301039404586910166E+03
0.499999999999999938E+15   19.0   0.158413228893877931E+04   0.325469896033386419E+03
0.499999999999999938E+15   20.0   0.167619504088247913E+04   0.349995225974254424E+03
0.499999999999999938E+15   21.0   0.176483465389050048E+04   0.374543591366507655E+03
0.499999999999999938E+15   22.0   0.184976157974714852E+04   0.399049883218995149E+03
0.499999999999999938E+15   23.0   0.193073762106939284E+04   0.423455300306506047E+03
0.499999999999999938E+15   24.0   0.200757667766050463E+04   0.447706949161431851E+03
0.499999999999999938E+15   25.0   0.208014009137686844E+04   0.471757433661462699E+03
0.499999999999999938E+15   26.0   0.214833109954228030E+04   0.495564436509883421E+03
0.499999999999999938E+15   27.0   0.221209094977197265E+04   0.519090298988375253E+03
0.499999999999999938E+15   28.0   0.227139626710168886E+04   0.542301606200566425E+03
0.499999999999999938E+15   29.0   0.232625635681099448E+04   0.565168782430227679E+03
0.499999999999999938E+15   30.0   0.237670979355479813E+04   0.587665700877185827E+03
0.499999999999999938E+15   31.0   0.242282046366641998E+04   0.609769316449195458E+03
0.499999999999999938E+15   32.0   0.246467354001899639E+04   0.631459334225234329E+03
0.499999999999999938E+15   33.0   0.250237173075596183E+04   0.652717923653610342E+03
0.499999999999999938E+15   34.0   0.253603188223724010E+04   0.673529479944520403E+03
0.499999999999999938E+15   35.0   0.256578191196400849E+04   0.693880425183611123E+03
0.499999999999999938E+15   36.0   0.259175812720304793E+04   0.713759037675073387E+03
0.499999999999999938E+15   37.0   0.261410307514001261E+04   0.733155299907991548E+03
0.499999999999999938E+15   38.0   0.263296401807362417E+04   0.752060760443812114E+03
0.499999999999999938E+15   39.0   0.264849194455310771E+04   0.770468409033217540E+03
0.499999999999999938E+15   40.0   0.266084084960467862E+04   0.788372565391522244E+03
0.499999999999999938E+15   41.0   0.267016697355717861E+04   0.805768781116326522E+03
0.499999999999999938E+15   42.0   0.267662780983674156E+04   0.822653753418349197E+03
0.499999999999999938E+15   43.0   0.268038089877933589E+04   0.839025249871606093E+03
0.499999999999999938E+15   44.0   0.268158259050048264E+04   0.854882044816217672E+03
0.499999999999999938E+15   45.0   0.268038699610016556E+04   0.870223868916490687E+03
0.499999999999999938E+15   46.0   0.267694525401349256E+04   0.885051372599835190E+03
0.499999999999999938E+15   47.0   0.267140509474029250E+04   0.899366101581720727E+03
0.499999999999999938E+15   48.0   0.266391058328016243E+04   0.913170479134526431E+03
0.499999999999999938E+15   49.0   0.265460189970227702E+04   0.926467786478349240E+03
0.499999999999999938E+15   50.0   0.264361506906488967E+04   0.939262131085524516E+03
0.499999999999999938E+15   51.0   0.263108162476904135E+04   0.951558394071656267E+03
0.499999999999999938E+15   52.0   0.261712824186193347E+04   0.963362152522833526E+03
0.499999999999999938E+15   53.0   0.260187639251277278E+04   0.974679579694548011E+03
0.499999999999999938E+15   54.0   0.258544206210935363E+04   0.985517333157238568E+03
0.499999999999999938E+15   55.0   0.256793554021009550E+04   0.995882445492925513E+03
0.499999999999999938E+15   56.0   0.254946128311415168E+04   0.100578223204516314E+04
0.499999999999999938E+15   57.0   0.253011784174343256E+04   0.101522422535099940E+04
0.499999999999999938E+15   58.0   0.250999785506671606E+04   0.102421613799841589E+04
0.499999999999999938E+15   59.0   0.248918811313601100E+04   0.103276584767633130E+04
0.499999999999999938E+15   60.0   0.246776968518647345E+04   0.104088139296183886E+04
0.499999999999999938E+15   61.0   0.244581808807061861E+04   0.104857096734780225E+04
0.499999999999999938E+15   62.0   0.242340345123884481E+04   0.105584290188724458E+04
0.499999999999999938E+15   63.0   0.240059063176385098E+04   0.106270563171069625E+04
0.499999999999999938E+15   64.0   0.237743925331800983E+04   0.106916764606062247E+04
0.499999999999999938E+15   65.0   0.235400367862896746E+04   0.107523742307230555E+04
0.499999999999999938E+15   66.0   0.233033295673595649E+04   0.108092334791022495E+04
0.499999999999999938E+15   67.0   0.230647079489187854E+04   0.108623360570343311E+04
0.499999999999999938E+15   68.0   0.228245558035519889E+04   0.109117602925923779E+04
0.499999999999999938E+15   69.0   0.225832042433605830E+04   0.109575786650595273E+04
0.499999999999999938E+15   70.0   0.223409313423385356E+04   0.109998541433980586E+04
0.499999999999999938E+15   71.0   0.220979595937016347E+04   0.110386344440204130E+04
