0.100000000000000000E+13   16.0   0.306821052983702300E+16   0.170835195623825264E+11
0.100000000000000000E+13   17.0   0.238295722400721450E+16   0.131998319038600750E+11
0.100000000000000000E+13   18.0   0.184899590832940625E+16   0.101390302424829960E+11
0.100000000000000000E+13   19.0   0.143368073438554325E+16   0.774643712393934250E+10
0.100000000000000000E+13   20.0   0.110984983194061875E+16   0.588916901300679016E+10
0.100000000000000000E+13   21.0   0.856334917146310500E+15   0.445636433891794109E+10
0.100000000000000000E+13   22.0   0.657328141005834125E+15   0.335748409819668674E+10
0.100000000000000000E+13   23.0   0.501219358409074688E+15   0.251950298275161552E+10
0.100000000000000000E+13   24.0   0.379357551532366938E+15   0.188393890219215655E+10
0.100000000000000000E+13   25.0   0.285032004922852688E+15   0.140428670883379340E+10
0.100000000000000000E+13   26.0   0.212791463284906594E+15   0.104392027942911804E+10
0.100000000000000000E+13   27.0   0.158073052692994156E+15   0.774298052325121760E+09
0.100000000000000000E+13   28.0   0.117037866132617078E+15   0.573363865992637515E+09
0.100000000000000000E+13   29.0   0.865038208416849375E+14   0.424158122897479713E+09
0.100000000000000000E+13   30.0   0.638999590504751328E+14   0.313687696190948367E+09
0.100000000000000000E+13   31.0   0.472078199980391797E+14   0.232052978512389332E+09
0.100000000000000000E+13   32.0   0.348847775967614922E+14   0.171776670053622276E+09
0.100000000000000000E+13   33.0   0.257775563960570898E+14   0.127268732195106015E+09
0.100000000000000000E+13   34.0   0.190368776369936445E+14   0.943860928265051842E+08
0.100000000000000000E+13   35.0   0.140419113694027656E+14   0.700726976653671712E+08
0.100000000000000000E+13   36.0   0.103390648939966387E+14   0.520766208741785437E+08
0.100000000000000000E+13   37.0   0.759559932199972754E+13   0.387378173704587445E+08
0.100000000000000000E+13   38.0   0.556596267555960352E+13   0.288334063264959008E+08
0.100000000000000000E+13   39.0   0.406784612431817432E+13   0.214648132531596869E+08
0.100000000000000000E+13   40.0   0.296522288926371680E+13   0.159736269781462066E+08
0.100000000000000000E+13   41.0   0.215627291532215942E+13   0.118776704249434397E+08
0.100000000000000000E+13   42.0   0.156470114673698779E+13   0.882257617031536624E+07
0.100000000000000000E+13   43.0   0.113340995932772681E+13   0.654601611526100338E+07
0.100000000000000000E+13   44.0   0.819809787819976318E+12   0.485215735699635651E+07
0.100000000000000000E+13   45.0   0.592284451254599243E+12   0.359387461914697895E+07
0.100000000000000000E+13   46.0   0.427492020550631531E+12   0.266038729818882048E+07
0.100000000000000000E+13   47.0   0.308291894156873474E+12   0.196844114725228655E+07
0.100000000000000000E+13   48.0   0.222156320995387177E+12   0.145575117931152740E+07
0.100000000000000000E+13   49.0   0.159963109595992310E+12   0.107595239804825746E+07
0.100000000000000000E+13   50.0   0.115088093261967072E+12   0.794658411931312876E+06
0.100000000000000000E+13   51.0   0.827302886001585999E+11   0.586406981322755921E+06
0.100000000000000000E+13   52.0   0.594145523154341431E+11   0.432336714311514108E+06
0.100000000000000000E+13   53.0   0.426274680266841202E+11   0.318455080821742769E+06
0.100000000000000000E+13   54.0   0.305520318474555054E+11   0.234365775666220987E+06
0.100000000000000000E+13   55.0   0.218749984305401306E+11   0.172338727790338511E+06
0.100000000000000000E+13   56.0   0.156473456187274532E+11   0.126628424709419531E+06
0.100000000000000000E+13   57.0   0.111833823815769901E+11   0.929701039439079614E+05
0.100000000000000000E+13   58.0   0.798785518552226353E+10   0.682040390014652803E+05
0.100000000000000000E+13   59.0   0.570328131803904629E+10   0.499936383405160304E+05
0.100000000000000000E+13   60.0   0.407187338175639963E+10   0.366135940315851331E+05
0.100000000000000000E+13   61.0   0.290798722755789280E+10   0.267910815131209929E+05
0.100000000000000000E+13   62.0   0.207816414958989048E+10   0.195873497469725553E+05
0.100000000000000000E+13   63.0   0.148665958571106219E+10   0.143099648365749981E+05
0.100000000000000000E+13   64.0   0.106494223310013318E+10   0.104481088966115331E+05
0.100000000000000000E+13   65.0   0.764073275049131393E+09   0.762502035352820167E+04
0.100000000000000000E+13   66.0   0.549180644925157428E+09   0.556304009511052027E+04
0.100000000000000000E+13   67.0   0.395460778694403768E+09   0.405785765354453360E+04
0.100000000000000000E+13   68.0   0.285294842334486365E+09   0.295945627874909815E+04
0.100000000000000000E+13   69.0   0.206176788533386409E+09   0.215795390089789316E+04
0.100000000000000000E+13   70.0   0.149230571785686821E+09   0.157305344291315600E+04
0.100000000000000000E+13   71.0   0.108152828155698761E+09   0.114618280289780796E+04
0.100000000000000000E+13   72.0   0.784613054232915044E+08   0.834657360654303375E+03
0.100000000000000000E+13   73.0   0.569621176119381711E+08   0.607369616322690490E+03
0.100000000000000000E+13   74.0   0.413730959808344319E+08   0.441629278075352715E+03
