Hawking primary spectra for each particle types.
energy/particle         photon         gluons          higgs            W+-             Z0      neutrinos       electron           muon            tau             up           down          charm        strange            top         bottom       graviton
    5.30000e-05    3.11426e+13    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.86814e+17    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    8.99660e+05
    5.90549e-05    4.27368e+13    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.53457e+17    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.55085e+06
    6.58015e-05    5.86475e+13    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    4.35586e+17    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.67337e+06
    7.33188e-05    8.04817e+13    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    5.36798e+17    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    4.60840e+06
    8.16950e-05    1.10445e+14    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    6.61527e+17    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    7.94403e+06
    9.10280e-05    1.51563e+14    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    8.15238e+17    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.36940e+07
    1.01427e-04    2.07989e+14    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.00467e+18    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.36060e+07
    1.13015e-04    2.85422e+14    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.23811e+18    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    4.06923e+07
    1.25926e-04    3.91683e+14    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.52579e+18    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    7.01460e+07
    1.40312e-04    5.37505e+14    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.88032e+18    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.20919e+08
    1.56342e-04    7.37616e+14    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.31723e+18    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.08441e+08
    1.74203e-04    1.01223e+15    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.85566e+18    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.59314e+08
