Hawking secondary spectra for each particle type.
energy/particle         photon       electron           nu_e          nu_mu         nu_tau         proton
    1.00000e-06    1.40983e+23    0.00000e+00    1.54239e+23    4.53444e+19    0.00000e+00    0.00000e+00
    1.05200e-06    1.33646e+23    0.00000e+00    1.53764e+23    4.51529e+19    0.00000e+00    0.00000e+00
    1.10700e-06    1.27367e+23    0.00000e+00    1.60918e+23    6.32415e+19    0.00000e+00    0.00000e+00
    1.16400e-06    1.20964e+23    0.00000e+00    1.63005e+23    6.30528e+19    0.00000e+00    0.00000e+00
    1.22500e-06    1.15844e+23    0.00000e+00    1.67125e+23    8.63458e+19    0.00000e+00    0.00000e+00
    1.28900e-06    1.08859e+23    0.00000e+00    1.69289e+23    8.36222e+19    0.00000e+00    0.00000e+00
    1.35600e-06    1.05098e+23    0.00000e+00    1.71891e+23    1.02425e+20    0.00000e+00    0.00000e+00
    1.42700e-06    9.86912e+22    0.00000e+00    1.73648e+23    1.12039e+20    0.00000e+00    0.00000e+00
    1.50100e-06    9.51477e+22    0.00000e+00    1.75634e+23    1.50757e+20    0.00000e+00    0.00000e+00
    1.57900e-06    8.89706e+22    0.00000e+00    1.75503e+23    1.66438e+20    0.00000e+00    0.00000e+00
    1.66100e-06    8.57291e+22    0.00000e+00    1.76907e+23    1.93689e+20    0.00000e+00    0.00000e+00
    1.74800e-06    8.11483e+22    0.00000e+00    1.75404e+23    2.26422e+20    0.00000e+00    0.00000e+00
    1.83900e-06    7.66284e+22    0.00000e+00    1.74677e+23    2.52067e+20    0.00000e+00    0.00000e+00
    1.93500e-06    7.44880e+22    0.00000e+00    1.72411e+23    3.01922e+20    0.00000e+00    0.00000e+00
    2.03500e-06    6.93389e+22    0.00000e+00    1.69685e+23    3.15862e+20    0.00000e+00    0.00000e+00
    2.14100e-06    6.78070e+22    0.00000e+00    1.67981e+23    4.10888e+20    0.00000e+00    0.00000e+00
    2.25300e-06    6.26494e+22    0.00000e+00    1.63024e+23    4.14874e+20    0.00000e+00    0.00000e+00
    2.37000e-06    6.13085e+22    0.00000e+00    1.60339e+23    5.19855e+20    0.00000e+00    0.00000e+00
    2.49300e-06    5.69765e+22    0.00000e+00    1.53807e+23    5.27864e+20    0.00000e+00    0.00000e+00
    2.62300e-06    5.58269e+22    0.00000e+00    1.51156e+23    6.51375e+20    0.00000e+00    0.00000e+00
    2.76000e-06    5.11307e+22    0.00000e+00    1.43156e+23    6.57358e+20    0.00000e+00    0.00000e+00
    2.90400e-06    5.07244e+22    0.00000e+00    1.39852e+23    8.30294e+20    0.00000e+00    0.00000e+00
    3.05500e-06    4.65529e+22    0.00000e+00    1.30713e+23    8.39600e+20    0.00000e+00    0.00000e+00
    3.21400e-06    4.57787e+22    0.00000e+00    1.27396e+23    9.92661e+20    0.00000e+00    0.00000e+00
    3.38100e-06    4.22894e+22    0.00000e+00    1.18196e+23    1.04387e+21    0.00000e+00    0.00000e+00
    3.55700e-06    4.15964e+22    0.00000e+00    1.13678e+23    1.23512e+21    0.00000e+00    0.00000e+00
    3.74200e-06    3.84642e+22    0.00000e+00    1.05742e+23    1.34637e+21    0.00000e+00    0.00000e+00
    3.93700e-06    3.75179e+22    0.00000e+00    9.97294e+22    1.45389e+21    0.00000e+00    0.00000e+00
    4.14200e-06    3.52446e+22    0.00000e+00    9.26845e+22    1.62737e+21    0.00000e+00    0.00000e+00
    4.35800e-06    3.38675e+22    0.00000e+00    8.60265e+22    1.77465e+21    0.00000e+00    0.00000e+00
    4.58500e-06    3.24696e+22    0.00000e+00    7.99320e+22    1.94816e+21    0.00000e+00    0.00000e+00
    4.82400e-06    3.09409e+22    0.00000e+00    7.34185e+22    2.12520e+21    0.00000e+00    0.00000e+00
    5.07500e-06    2.96633e+22    0.00000e+00    6.80931e+22    2.35957e+21    0.00000e+00    0.00000e+00
    5.33900e-06    2.81054e+22    0.00000e+00    6.20933e+22    2.52498e+21    0.00000e+00    0.00000e+00
    5.61700e-06    2.69960e+22    0.00000e+00    5.71912e+22    2.79759e+21    0.00000e+00    0.00000e+00
