Hawking secondary spectra for each particle type.
energy/particle         photon       electron           nu_e          nu_mu         nu_tau         proton
    1.00000e-06    9.01331e+22    0.00000e+00    1.34544e+23    6.01612e+19    0.00000e+00    0.00000e+00
    1.05200e-06    8.54535e+22    0.00000e+00    1.36116e+23    7.01601e+19    0.00000e+00    0.00000e+00
    1.10700e-06    8.26103e+22    0.00000e+00    1.37511e+23    8.48399e+19    0.00000e+00    0.00000e+00
    1.16400e-06    7.73143e+22    0.00000e+00    1.38347e+23    9.01421e+19    0.00000e+00    0.00000e+00
    1.22500e-06    7.51957e+22    0.00000e+00    1.40573e+23    1.23557e+20    0.00000e+00    0.00000e+00
    1.28900e-06    6.95723e+22    0.00000e+00    1.39782e+23    1.22260e+20    0.00000e+00    0.00000e+00
    1.35600e-06    6.75972e+22    0.00000e+00    1.40556e+23    1.66112e+20    0.00000e+00    0.00000e+00
    1.42700e-06    6.35399e+22    0.00000e+00    1.38878e+23    1.65761e+20    0.00000e+00    0.00000e+00
    1.50100e-06    6.13111e+22    0.00000e+00    1.39258e+23    2.19224e+20    0.00000e+00    0.00000e+00
    1.57900e-06    5.66508e+22    0.00000e+00    1.36372e+23    2.15711e+20    0.00000e+00    0.00000e+00
    1.66100e-06    5.56910e+22    0.00000e+00    1.35699e+23    2.96778e+20    0.00000e+00    0.00000e+00
    1.74800e-06    5.18577e+22    0.00000e+00    1.30675e+23    2.89245e+20    0.00000e+00    0.00000e+00
    1.83900e-06    5.01157e+22    0.00000e+00    1.30534e+23    3.46057e+20    0.00000e+00    0.00000e+00
    1.93500e-06    4.70262e+22    0.00000e+00    1.24431e+23    3.71294e+20    0.00000e+00    0.00000e+00
    2.03500e-06    4.57103e+22    0.00000e+00    1.22867e+23    4.70231e+20    0.00000e+00    0.00000e+00
    2.14100e-06    4.26493e+22    0.00000e+00    1.17579e+23    5.11650e+20    0.00000e+00    0.00000e+00
    2.25300e-06    4.10948e+22    0.00000e+00    1.13640e+23    5.63726e+20    0.00000e+00    0.00000e+00
    2.37000e-06    3.90638e+22    0.00000e+00    1.08660e+23    6.29012e+20    0.00000e+00    0.00000e+00
    2.49300e-06    3.67957e+22    0.00000e+00    1.03128e+23    7.12248e+20    0.00000e+00    0.00000e+00
    2.62300e-06    3.59450e+22    0.00000e+00    9.88859e+22    7.79050e+20    0.00000e+00    0.00000e+00
    2.76000e-06    3.34272e+22    0.00000e+00    9.26348e+22    8.48380e+20    0.00000e+00    0.00000e+00
    2.90400e-06    3.26590e+22    0.00000e+00    8.85749e+22    9.95756e+20    0.00000e+00    0.00000e+00
    3.05500e-06    3.03249e+22    0.00000e+00    8.22207e+22    1.04712e+21    0.00000e+00    0.00000e+00
    3.21400e-06    2.94955e+22    0.00000e+00    7.79223e+22    1.20369e+21    0.00000e+00    0.00000e+00
    3.38100e-06    2.74785e+22    0.00000e+00    7.16615e+22    1.29548e+21    0.00000e+00    0.00000e+00
    3.55700e-06    2.68988e+22    0.00000e+00    6.77305e+22    1.43812e+21    0.00000e+00    0.00000e+00
    3.74200e-06    2.52484e+22    0.00000e+00    6.15497e+22    1.53365e+21    0.00000e+00    0.00000e+00
    3.93700e-06    2.44908e+22    0.00000e+00    5.76099e+22    1.76658e+21    0.00000e+00    0.00000e+00
    4.14200e-06    2.27758e+22    0.00000e+00    5.23954e+22    1.86174e+21    0.00000e+00    0.00000e+00
    4.35800e-06    2.24095e+22    0.00000e+00    4.84508e+22    2.07783e+21    0.00000e+00    0.00000e+00
    4.58500e-06    2.09330e+22    0.00000e+00    4.38747e+22    2.24614e+21    0.00000e+00    0.00000e+00
    4.82400e-06    2.02790e+22    0.00000e+00    4.02808e+22    2.45269e+21    0.00000e+00    0.00000e+00
    5.07500e-06    1.91303e+22    0.00000e+00    3.66952e+22    2.73547e+21    0.00000e+00    0.00000e+00
    5.33900e-06    1.84230e+22    0.00000e+00    3.31088e+22    2.82617e+21    0.00000e+00    0.00000e+00
    5.61700e-06    1.73403e+22    0.00000e+00    3.05154e+22    3.17637e+21    0.00000e+00    0.00000e+00
    5.90900e-06    1.67566e+22    0.00000e+00    2.71758e+22    3.40787e+21    0.00000e+00    0.00000e+00
    6.21700e-06    1.58791e+22    0.00000e+00    2.49996e+22    3.66772e+21    0.00000e+00    0.00000e+00
    6.54100e-06    1.52313e+22    0.00000e+00    2.23629e+22    4.01663e+21    0.00000e+00    0.00000e+00
    6.88100e-06    1.44720e+22    0.00000e+00    2.06154e+22    4.26382e+21    0.00000e+00    0.00000e+00
    7.24000e-06    1.37099e+22    0.00000e+00    1.87140e+22    4.66078e+21    0.00000e+00    0.00000e+00
    7.61700e-06    1.31476e+22    0.00000e+00    1.71740e+22    4.96216e+21    0.00000e+00    0.00000e+00
    8.01300e-06    1.25096e+22    0.00000e+00    1.56820e+22    5.47780e+21    0.00000e+00    0.00000e+00
    8.43000e-06    1.19272e+22    0.00000e+00    1.45380e+22    5.70662e+21    0.00000e+00    0.00000e+00
    8.86900e-06    1.13748e+22    0.00000e+00    1.34964e+22    6.27465e+21    0.00000e+00    0.00000e+00
    9.33100e-06    1.08434e+22    0.00000e+00    1.26795e+22    6.59418e+21    0.00000e+00    0.00000e+00
    9.81700e-06    1.04393e+22    0.00000e+00    1.18779e+22    7.05961e+21    0.00000e+00    0.00000e+00
    1.03300e-05    9.94945e+21    0.00000e+00    1.13061e+22    7.59493e+21    0.00000e+00    0.00000e+00
    1.08700e-05    9.52773e+21    0.00000e+00    1.09454e+22    8.07956e+21    0.00000e+00    0.00000e+00
    1.14300e-05    9.24403e+21    0.00000e+00    1.04253e+22    8.62600e+21    0.00000e+00    0.00000e+00
    1.20300e-05    8.76466e+21    0.00000e+00    1.04013e+22    9.12683e+21    0.00000e+00    0.00000e+00
    1.26500e-05    8.61192e+21    0.00000e+00    9.96230e+21    9.66410e+21    0.00000e+00    0.00000e+00
