Hawking secondary spectra for each particle type.
energy/particle         photon       electron           nu_e          nu_mu         nu_tau         proton
    1.00000e-06    6.34786e+22    0.00000e+00    1.16266e+23    9.04411e+19    0.00000e+00    0.00000e+00
    1.05200e-06    5.92876e+22    0.00000e+00    1.15979e+23    8.73531e+19    0.00000e+00    0.00000e+00
    1.10700e-06    5.71339e+22    0.00000e+00    1.17476e+23    1.03247e+20    0.00000e+00    0.00000e+00
    1.16400e-06    5.35780e+22    0.00000e+00    1.15624e+23    1.16251e+20    0.00000e+00    0.00000e+00
    1.22500e-06    5.17514e+22    0.00000e+00    1.16551e+23    1.55795e+20    0.00000e+00    0.00000e+00
    1.28900e-06    4.87256e+22    0.00000e+00    1.14374e+23    1.74292e+20    0.00000e+00    0.00000e+00
    1.35600e-06    4.64336e+22    0.00000e+00    1.13509e+23    1.94618e+20    0.00000e+00    0.00000e+00
    1.42700e-06    4.46574e+22    0.00000e+00    1.10943e+23    2.26290e+20    0.00000e+00    0.00000e+00
    1.50100e-06    4.18108e+22    0.00000e+00    1.08465e+23    2.58113e+20    0.00000e+00    0.00000e+00
    1.57900e-06    4.08842e+22    0.00000e+00    1.06409e+23    2.94781e+20    0.00000e+00    0.00000e+00
    1.66100e-06    3.78432e+22    0.00000e+00    1.02466e+23    3.14910e+20    0.00000e+00    0.00000e+00
    1.74800e-06    3.71143e+22    0.00000e+00    1.00235e+23    3.98089e+20    0.00000e+00    0.00000e+00
    1.83900e-06    3.43433e+22    0.00000e+00    9.53322e+22    4.02443e+20    0.00000e+00    0.00000e+00
    1.93500e-06    3.36581e+22    0.00000e+00    9.29393e+22    4.96883e+20    0.00000e+00    0.00000e+00
    2.03500e-06    3.08288e+22    0.00000e+00    8.73565e+22    5.10702e+20    0.00000e+00    0.00000e+00
    2.14100e-06    3.05785e+22    0.00000e+00    8.48511e+22    6.07947e+20    0.00000e+00    0.00000e+00
    2.25300e-06    2.81946e+22    0.00000e+00    7.86301e+22    6.18858e+20    0.00000e+00    0.00000e+00
    2.37000e-06    2.76279e+22    0.00000e+00    7.59606e+22    7.63150e+20    0.00000e+00    0.00000e+00
    2.49300e-06    2.54703e+22    0.00000e+00    7.01189e+22    7.78853e+20    0.00000e+00    0.00000e+00
    2.62300e-06    2.51694e+22    0.00000e+00    6.67775e+22    9.24423e+20    0.00000e+00    0.00000e+00
    2.76000e-06    2.32809e+22    0.00000e+00    6.15464e+22    9.76072e+20    0.00000e+00    0.00000e+00
    2.90400e-06    2.27161e+22    0.00000e+00    5.77568e+22    1.10581e+21    0.00000e+00    0.00000e+00
    3.05500e-06    2.13600e+22    0.00000e+00    5.32084e+22    1.23076e+21    0.00000e+00    0.00000e+00
    3.21400e-06    2.05684e+22    0.00000e+00    4.91104e+22    1.28922e+21    0.00000e+00    0.00000e+00
    3.38100e-06    1.95648e+22    0.00000e+00    4.54144e+22    1.47331e+21    0.00000e+00    0.00000e+00
    3.55700e-06    1.87743e+22    0.00000e+00    4.13490e+22    1.57007e+21    0.00000e+00    0.00000e+00
    3.74200e-06    1.79191e+22    0.00000e+00    3.81521e+22    1.74041e+21    0.00000e+00    0.00000e+00
    3.93700e-06    1.71030e+22    0.00000e+00    3.44917e+22    1.88766e+21    0.00000e+00    0.00000e+00
    4.14200e-06    1.63480e+22    0.00000e+00    3.17192e+22    2.05691e+21    0.00000e+00    0.00000e+00
