Hawking primary spectra for each particle types.
energy/particle         photon         gluons          higgs            W+-             Z0      neutrinos       electron           muon            tau             up           down          charm        strange            top         bottom       graviton
    3.50000e-05    3.02908e+13    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.81611e+17    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    8.57741e+05
    3.89985e-05    4.15679e+13    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.47045e+17    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.47859e+06
    4.34538e-05    5.70434e+13    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    4.27684e+17    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.54881e+06
    4.84181e-05    7.82805e+13    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    5.27060e+17    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    4.39368e+06
    5.39495e-05    1.07424e+14    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    6.49527e+17    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    7.57388e+06
    6.01129e-05    1.47417e+14    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    8.00449e+17    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.30560e+07
    6.69803e-05    2.02300e+14    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    9.86440e+17    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.25061e+07
    7.46323e-05    2.77615e+14    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.21565e+18    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.87963e+07
    8.31586e-05    3.80970e+14    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.49811e+18    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    6.68776e+07
    9.26588e-05    5.22804e+14    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.84621e+18    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.15285e+08
    1.03244e-04    7.17441e+14    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.27519e+18    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.98729e+08
