Hawking primary spectra for each particle types.
energy/particle         photon         gluons          higgs            W+-             Z0      neutrinos       electron           muon            tau             up           down          charm        strange            top         bottom       graviton
    1.90000e-05    2.98707e+13    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.79027e+17    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    8.37377e+05
    2.11706e-05    4.09914e+13    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.43861e+17    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.44348e+06
    2.35892e-05    5.62524e+13    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    4.23759e+17    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.48830e+06
    2.62841e-05    7.71949e+13    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    5.22223e+17    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    4.28936e+06
    2.92869e-05    1.05934e+14    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    6.43566e+17    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    7.39406e+06
    3.26327e-05    1.45373e+14    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    7.93104e+17    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.27460e+07
    3.63607e-05    1.99495e+14    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    9.77388e+17    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.19717e+07
    4.05147e-05    2.73766e+14    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.20449e+18    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.78752e+07
    4.51432e-05    3.75687e+14    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.48437e+18    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    6.52898e+07
    5.03005e-05    5.15554e+14    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.82927e+18    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.12548e+08
