15.936254980079685; 1.070247025488713e-43
17.011952191235057; 1.8844485088905103e-43
18.26693227091634; 3.715562491384523e-43
19.163346613545816; 5.217286877128437e-43
20.597609561752986; 8.391371024212686e-43
22.56972111553785; 1.3805404627383562e-42
25.43824701195219; 2.4308008847605498e-42
29.56175298804781; 4.280057775077633e-42
31.71314741035857; 5.36697694554052e-42
34.04382470119522; 6.579332246575817e-42
37.808764940239044; 8.829699955494192e-42
41.57370517928287; 1.1071999161580927e-41
45.517928286852595; 1.357307136904649e-41
50.896414342629484; 1.701994808154834e-41
58.247011952191244; 2.134215792596624e-41
66.13545816733067; 2.557775410246413e-41
71.69322709163346; 2.8001058387819415e-41
78.32669322709164; 3.065395295056561e-41
85.67729083665338; 3.2073215783667144e-41
92.84860557768924; 3.355818978272135e-41
98.40637450199202; 3.432626379032741e-41
100.01992031872511; 3.432626379032741e-41
