10725614547.755909; 7.279637349574688e-21
10973025677.103542; 2.338032373643799e-21
11775655705.025976; 2.6006977204779116e-22
13308008078.106049; 8.999817031747037e-23
21808976702.36707; 1.692758800824246e-23
28658225157.035305; 1.5065381454260265e-23
32400718110.522633; 6.542626504532723e-24
36654395733.417244; 3.994536688647403e-24
46990280949.46099; 3.83571022253057e-24
61785722108.58699; 4.799247325111104e-24
79218977705.7386; 4.97082611643741e-24
115109310922.91231; 8.40982838364452e-24
171397877648.12372; 1.1334418476835644e-23
225226476056.75107; 1.0087517361162147e-23
296242491071.9594; 1.5251122082533745e-23
379312506064.9496; 7.409631230391607e-24
485940941752.56586; 4.872991435169287e-24
622247079023.883; 2.4588298502247374e-24
973733610418.8287; 3.312104785155196e-24
1642359800947.3608; 5.594394325764539e-24
2269811696888.9487; 7.54605492862059e-24
2910056169824.449; 7.52553482664876e-24
4786522492578.503; 1.0928297445645507e-23
8065007538593.425; 1.0462393042688913e-23
13260982010451.24; 1.2573494830451345e-23
16207020048242.305; 3.4860756093448877e-23
17481521702130.594; 6.628703161826468e-23
20833763933630.406; 1.5213791655020834e-22
24818690043585.223; 2.782391030348818e-22
29559785426132.46; 4.542393651547337e-22
