   1000000000000.0000        8.8314895103927868E-015   9.3221278165257196E-015
   1596692511945.5286        2.6721666015351884E-015   2.8128069489844092E-015
   2549426977702.9219        1.5296694784311562E-016   1.5885029199092777E-016
   4070650965050.1758        1.2745126779040324E-016   1.3299262725955122E-016
   6499577914639.4551        5.8013886030732483E-017   6.0536228901633901E-017
   10377827387111.354        8.3830882603984436E-018   8.6226050678383999E-018
   16570199279263.928        2.2963581472051143E-018   2.3462789764921821E-018
   26457513110645.910        9.9956641843351289E-019   1.0292565100701517E-018
   42244513068468.977        3.4858388792819499E-019   3.5541886612286545E-019
   67451497687209.438        9.9626509813986374E-020   1.0229507704114671E-019
   107699301276678.45        2.3695346213841579E-020   2.4453597292684510E-020
   171962667890238.00        9.1537795579251287E-021   9.5325566430806500E-021
   274571504154518.78        3.3310353343334738E-021   3.4965526180270634E-021
   438406264677140.75        8.7703728254189268E-022   9.0264421049932012E-022
   700000000000000.12        2.5496799417464238E-022   2.6218406948147184E-022
