Hawking secondary spectra for each particle type.
energy/particle         photon       electron           nu_e          nu_mu         nu_tau         proton
    1.00000e-06    9.27012e+21    0.00000e+00    2.62829e+22    1.90724e+20    0.00000e+00    0.00000e+00
    1.05200e-06    9.17319e+21    0.00000e+00    2.51689e+22    2.30719e+20    0.00000e+00    0.00000e+00
    1.10700e-06    8.47448e+21    0.00000e+00    2.31154e+22    2.43144e+20    0.00000e+00    0.00000e+00
    1.16400e-06    8.34265e+21    0.00000e+00    2.18781e+22    2.83486e+20    0.00000e+00    0.00000e+00
    1.22500e-06    7.75339e+21    0.00000e+00    2.00875e+22    3.14912e+20    0.00000e+00    0.00000e+00
    1.28900e-06    7.57790e+21    0.00000e+00    1.86708e+22    3.25180e+20    0.00000e+00    0.00000e+00
    1.35600e-06    7.10723e+21    0.00000e+00    1.71452e+22    3.79674e+20    0.00000e+00    0.00000e+00
    1.42700e-06    6.89891e+21    0.00000e+00    1.56921e+22    4.00662e+20    0.00000e+00    0.00000e+00
    1.50100e-06    6.55845e+21    0.00000e+00    1.43923e+22    4.51012e+20    0.00000e+00    0.00000e+00
    1.57900e-06    6.29223e+21    0.00000e+00    1.30533e+22    4.88745e+20    0.00000e+00    0.00000e+00
    1.66100e-06    6.00406e+21    0.00000e+00    1.19727e+22    5.42648e+20    0.00000e+00    0.00000e+00
    1.74800e-06    5.68878e+21    0.00000e+00    1.07942e+22    5.81792e+20    0.00000e+00    0.00000e+00
    1.83900e-06    5.46353e+21    0.00000e+00    9.81226e+21    6.55840e+20    0.00000e+00    0.00000e+00
    1.93500e-06    5.15957e+21    0.00000e+00    8.81271e+21    7.15644e+20    0.00000e+00    0.00000e+00
    2.03500e-06    4.95702e+21    0.00000e+00    8.01176e+21    7.67131e+20    0.00000e+00    0.00000e+00
    2.14100e-06    4.67292e+21    0.00000e+00    7.19325e+21    8.44364e+20    0.00000e+00    0.00000e+00
    2.25300e-06    4.49320e+21    0.00000e+00    6.50164e+21    9.04154e+20    0.00000e+00    0.00000e+00
    2.37000e-06    4.21286e+21    0.00000e+00    5.87933e+21    9.75376e+20    0.00000e+00    0.00000e+00
    2.49300e-06    4.07090e+21    0.00000e+00    5.31175e+21    1.07696e+21    0.00000e+00    0.00000e+00
    2.62300e-06    3.81670e+21    0.00000e+00    4.86284e+21    1.14954e+21    0.00000e+00    0.00000e+00
    2.76000e-06    3.69260e+21    0.00000e+00    4.38809e+21    1.25518e+21    0.00000e+00    0.00000e+00
    2.90400e-06    3.45766e+21    0.00000e+00    4.10855e+21    1.34409e+21    0.00000e+00    0.00000e+00
    3.05500e-06    3.36434e+21    0.00000e+00    3.70019e+21    1.45498e+21    0.00000e+00    0.00000e+00
    3.21400e-06    3.12171e+21    0.00000e+00    3.55176e+21    1.57132e+21    0.00000e+00    0.00000e+00
    3.38100e-06    3.07076e+21    0.00000e+00    3.21804e+21    1.71471e+21    0.00000e+00    0.00000e+00
    3.55700e-06    2.86487e+21    0.00000e+00    3.14589e+21    1.81970e+21    0.00000e+00    0.00000e+00
    3.74200e-06    2.79622e+21    0.00000e+00    2.91147e+21    1.97587e+21    0.00000e+00    0.00000e+00
    3.93700e-06    2.63369e+21    0.00000e+00    2.87433e+21    2.08691e+21    0.00000e+00    0.00000e+00
    4.14200e-06    2.56600e+21    0.00000e+00    2.72830e+21    2.27875e+21    0.00000e+00    0.00000e+00
    4.35800e-06    2.42073e+21    0.00000e+00    2.72575e+21    2.37725e+21    0.00000e+00    0.00000e+00
    4.58500e-06    2.37759e+21    0.00000e+00    2.64367e+21    2.59706e+21    0.00000e+00    0.00000e+00
    4.82400e-06    2.25864e+21    0.00000e+00    2.66947e+21    2.71626e+21    0.00000e+00    0.00000e+00
    5.07500e-06    2.19864e+21    0.00000e+00    2.64814e+21    2.92509e+21    0.00000e+00    0.00000e+00
    5.33900e-06    2.10315e+21    0.00000e+00    2.66760e+21    3.07648e+21    0.00000e+00    0.00000e+00
    5.61700e-06    2.04590e+21    0.00000e+00    2.72234e+21    3.24994e+21    0.00000e+00    0.00000e+00
    5.90900e-06    1.98959e+21    0.00000e+00    2.72247e+21    3.43554e+21    0.00000e+00    0.00000e+00
    6.21700e-06    1.91878e+21    0.00000e+00    2.83691e+21    3.62931e+21    0.00000e+00    0.00000e+00
    6.54100e-06    1.88563e+21    0.00000e+00    2.84715e+21    3.81874e+21    0.00000e+00    0.00000e+00
    6.88100e-06    1.81770e+21    0.00000e+00    2.99404e+21    3.99906e+21    0.00000e+00    0.00000e+00
    7.24000e-06    1.79016e+21    0.00000e+00    3.02604e+21    4.20809e+21    0.00000e+00    0.00000e+00
    7.61700e-06    1.73821e+21    0.00000e+00    3.17519e+21    4.40720e+21    0.00000e+00    0.00000e+00
    8.01300e-06    1.72175e+21    0.00000e+00    3.22616e+21    4.61102e+21    0.00000e+00    0.00000e+00
    8.43000e-06    1.67939e+21    0.00000e+00    3.34750e+21    4.80241e+21    0.00000e+00    0.00000e+00
    8.86900e-06    1.67480e+21    0.00000e+00    3.43517e+21    5.00916e+21    0.00000e+00    0.00000e+00
    9.33100e-06    1.64593e+21    0.00000e+00    3.53996e+21    5.20319e+21    0.00000e+00    0.00000e+00
    9.81700e-06    1.64928e+21    0.00000e+00    3.62184e+21    5.38146e+21    0.00000e+00    0.00000e+00
    1.03300e-05    1.61387e+21    0.00000e+00    3.74491e+21    5.61784e+21    0.00000e+00    0.00000e+00
    1.08700e-05    1.64610e+21    0.00000e+00    3.81829e+21    5.76609e+21    0.00000e+00    0.00000e+00
    1.14300e-05    1.60942e+21    0.00000e+00    3.92271e+21    6.02201e+21    0.00000e+00    0.00000e+00
    1.20300e-05    1.63775e+21    0.00000e+00    4.00718e+21    6.15090e+21    0.00000e+00    0.00000e+00
    1.26500e-05    1.61228e+21    0.00000e+00    4.08910e+21    6.41015e+21    0.00000e+00    0.00000e+00
    1.33100e-05    1.65323e+21    0.00000e+00    4.17372e+21    6.52522e+21    0.00000e+00    0.00000e+00
    1.40100e-05    1.64322e+21    0.00000e+00    4.25054e+21    6.76361e+21    9.40066e+16    0.00000e+00
    1.47300e-05    1.67245e+21    0.00000e+00    4.33220e+21    6.87854e+21    1.03826e+17    0.00000e+00
    1.55000e-05    1.67838e+21    0.00000e+00    4.40552e+21    7.11375e+21    1.14326e+17    0.00000e+00
    1.63100e-05    1.71414e+21    0.00000e+00    4.47169e+21    7.20539e+21    1.26400e+17    0.00000e+00
    1.71600e-05    1.73087e+21    0.00000e+00    4.53996e+21    7.42195e+21    1.39220e+17    0.00000e+00
