   800000000000000.38        4.1577711822805701E-005   3.9978569060390101E-005
   958165881115824.00        4.5154010303017664E-005   4.3417317599055448E-005
   1147602319668074.2        7.2229513717627047E-005   6.9451455497718316E-005
   1374491734744154.2        1.9443704820776948E-004   1.8789349370077724E-004
   1646238855134430.2        1.3830280139742268E-004   1.3358026671555947E-004
   1971712378946232.5        1.1156282045014154E-003   1.0780830245422333E-003
   2361534411099982.5        2.6816555112267222E-003   2.5877975683337873E-003
   2828427124746190.5        8.6457444713831533E-003   8.4446806464672682E-003
   3387627960192912.0        1.4840089740036084E-002   1.4449561062666712E-002
   4057386911713535.5        2.6260385383390667E-002   2.5755377972171613E-002
   4859562131612263.0        5.2645514339371903E-002   5.0138585085116108E-002
   5820333289591669.0       0.11474982036496238       0.11137482564834586     
   6971055968511703.0       0.30938410040705000       0.29871568315163449     
   8349284980470887.0       0.89037459379002970       0.89037459379002970     
   10000000000000000.        3.2212065521199253        3.0869896124482619     
