   1000000000000.0000        4.9156002441178147E-021   4.7781009365900436E-021
   1596692511945.5286        3.7405122185875130E-021   3.6407652260918456E-021
   2549426977702.9219        1.7701653972776917E-021   1.7100141459138868E-021
   4070650965050.1758        2.0932803197586792E-021   2.0200155085671257E-021
   6499577914639.4551        4.0000418755146356E-022   3.8641181224631669E-022
   10377827387111.354        9.5270737968727130E-022   9.2426835342794962E-022
   16570199279263.928        9.1330551386118981E-023   8.8256927060624591E-023
   26457513110645.910        6.2071830266398442E-023   5.9684452179229259E-023
   42244513068468.977        2.4135017013570267E-023   2.3318857017942289E-023
   67451497687209.438        1.2028564464959768E-023   1.1623757007004392E-023
   107699301276678.45        1.4087093991778446E-023   1.3613009097824365E-023
   171962667890238.00        1.3165106965658779E-023   1.2658756697748825E-023
   274571504154518.78        1.4816883785142956E-023   1.4315829744099475E-023
   438406264677140.75        2.6488769672281176E-023   2.5465049105236487E-023
   700000000000000.12        3.5295116008375315E-023   3.3931053553945342E-023
