   1000000000000.0000        1.6765371570419521E-019   1.6218674671384099E-019
   1596692511945.5286        1.6267307379217814E-019   1.5850196933596844E-019
   2549426977702.9219        1.7592575633183465E-019   1.7188148607133270E-019
   4070650965050.1758        1.5764211407125800E-020   1.5157895583774808E-020
   6499577914639.4551        1.0215800428721416E-020   9.9004979463534711E-021
   10377827387111.354        2.7575027526837639E-021   2.6747776701032516E-021
   16570199279263.928        1.4442333513043395E-021   1.3939366674280688E-021
   26457513110645.910        1.9532146827919422E-021   1.8924929828087729E-021
   42244513068468.977        8.8503429018132592E-022   8.5481360710196352E-022
   67451497687209.438        4.5721076118727549E-022   4.4159868641502708E-022
   107699301276678.45        1.7417523209930055E-022   1.6825665625126605E-022
   171962667890238.00        9.8875181321997128E-023   9.5072289732689538E-023
   274571504154518.78        1.9487177193146138E-023   1.8737670378025133E-023
   438406264677140.75        2.9591625888612640E-023   2.8590942887548446E-023
   700000000000000.12        4.2349001575149344E-023   4.0909957832304464E-023
